#TYPE System.Data.DataRow
"SalesOrderID","SalesOrderDetailID","OrderQty","ProductID","UnitPrice","UnitPriceDiscount","LineTotal","rowguid","ModifiedDate"
"71780","110632","2","993","323.9940","0.0000","647.988000","19570052-4023-4658-bc56-dc5c619bd00e","6/1/2008 12:00:00 AM"
"71780","110633","2","984","112.9980","0.4000","135.597600","27562675-f8c3-4a38-bd9e-b366b83e5204","6/1/2008 12:00:00 AM"
"71780","110634","3","986","112.9980","0.4000","203.396400","e193ce39-ef33-4969-87b1-468d2f7b48ad","6/1/2008 12:00:00 AM"
"71780","110635","3","987","112.9980","0.4000","203.396400","e38e076f-5072-437a-a771-ada53b5ab803","6/1/2008 12:00:00 AM"
"71780","110636","2","981","461.6940","0.0000","923.388000","26c00b7d-6e19-4fbf-b9f1-23c2609e8893","6/1/2008 12:00:00 AM"
"71780","110637","3","982","461.6940","0.0000","1385.082000","6666a81b-90a1-4204-a39e-9f660ca43e5f","6/1/2008 12:00:00 AM"
"71780","110638","5","783","1376.9940","0.0000","6884.970000","332dcf9e-dfd2-4345-9015-f4b53ac396ee","6/1/2008 12:00:00 AM"
"71780","110639","3","809","37.1520","0.0000","111.456000","c2b08405-a9be-4f71-906c-5d7b1e26bde4","6/1/2008 12:00:00 AM"
"71780","110640","1","810","72.1620","0.0000","72.162000","351a29fb-ceb1-4ca6-bb36-506d87b82a95","6/1/2008 12:00:00 AM"
"71780","110641","2","935","24.2940","0.0000","48.588000","1918cfd2-69e8-4593-b4d6-8677f18b8f62","6/1/2008 12:00:00 AM"
"71780","110642","1","925","149.8740","0.0000","149.874000","21624302-ca0f-402f-8a46-5a3fffa7d5f3","6/1/2008 12:00:00 AM"
"71780","110643","7","869","41.9940","0.0000","293.958000","169c75f6-a364-46e3-8ddb-033528177458","6/1/2008 12:00:00 AM"
"71780","110644","1","880","32.9940","0.0000","32.994000","c3fbb3ec-3ff6-4ee1-88cf-230e128815f3","6/1/2008 12:00:00 AM"
"71782","110667","3","714","29.9940","0.0000","89.982000","e3b48ec1-8e67-4ef8-8ee0-8898167a3598","6/1/2008 12:00:00 AM"
"71782","110668","3","956","1430.4420","0.0000","4291.326000","8f00f4bc-cfd1-473f-9fce-191b7eb5f1ad","6/1/2008 12:00:00 AM"
"71782","110669","1","954","1430.4420","0.0000","1430.442000","8d3b14c1-df49-4919-942c-3bb379d7be42","6/1/2008 12:00:00 AM"
"71782","110670","10","712","5.3940","0.0000","53.940000","a7873b73-b47e-4a06-afa4-805342a35e02","6/1/2008 12:00:00 AM"
"71782","110671","10","877","4.7700","0.0000","47.700000","e7cb4bbf-3e8d-4c6e-8c87-c3d5a038266b","6/1/2008 12:00:00 AM"
"71782","110672","4","996","72.8940","0.0000","291.576000","c4d69d25-2f3f-4978-b765-8255d489db8d","6/1/2008 12:00:00 AM"
"71782","110673","6","864","38.1000","0.0000","228.600000","c216d216-86cd-4e33-a713-6a97d344fa91","6/1/2008 12:00:00 AM"
"71782","110674","3","876","72.0000","0.0000","216.000000","fd409a4f-dab6-4499-81d2-07620f4aba08","6/1/2008 12:00:00 AM"
"71782","110675","4","959","445.4100","0.0000","1781.640000","cacd0b0c-270a-42bb-a48e-34a69248b19a","6/1/2008 12:00:00 AM"
"71782","110676","4","971","728.9100","0.0000","2915.640000","5edf45b8-d4fb-4714-957d-9666ea22f415","6/1/2008 12:00:00 AM"
"71782","110677","6","870","2.9940","0.0000","17.964000","dc88bd9d-3de5-49a7-b874-bada950ab284","6/1/2008 12:00:00 AM"
"71782","110678","1","978","445.4100","0.0000","445.410000","8bd27f52-34f9-498d-a838-366179f7075d","6/1/2008 12:00:00 AM"
"71782","110679","1","955","1430.4420","0.0000","1430.442000","1d44bf7e-9c42-4ca1-afd6-e6ddf9d85bc5","6/1/2008 12:00:00 AM"
"71782","110680","1","948","63.9000","0.0000","63.900000","083cdd70-a4df-44fd-863a-19b03deefba4","6/1/2008 12:00:00 AM"
"71782","110681","1","994","32.3940","0.0000","32.394000","8ed3d829-95ad-4bed-8894-9b76d20981b9","6/1/2008 12:00:00 AM"
"71782","110682","1","970","728.9100","0.0000","728.910000","74e94a04-5c2b-4821-8fc7-069204b0ba4a","6/1/2008 12:00:00 AM"
"71782","110683","2","966","1430.4420","0.0000","2860.884000","4e0a7f8e-58da-4b23-8856-980fd461cff8","6/1/2008 12:00:00 AM"
"71782","110684","4","884","32.3940","0.0000","129.576000","5324b298-176e-4e92-9fc6-ed0c4db55235","6/1/2008 12:00:00 AM"
"71782","110685","2","885","602.3460","0.0000","1204.692000","598385dd-ea19-409e-8f17-03ab651165d0","6/1/2008 12:00:00 AM"
"71782","110686","8","715","29.9940","0.0000","239.952000","4a23f5c7-d0c5-4703-8e42-69e9a280e9ef","6/1/2008 12:00:00 AM"
"71782","110687","3","894","72.8760","0.0000","218.628000","eaaae38b-fb67-4509-abbd-fbac1cae2054","6/1/2008 12:00:00 AM"
"71782","110688","1","957","1430.4420","0.0000","1430.442000","8d36d42e-5a61-4aa0-b8b7-a83deeeb3dde","6/1/2008 12:00:00 AM"
"71782","110689","2","967","1430.4420","0.0000","2860.884000","406724b4-4733-4372-a4ac-84f4f493aa7e","6/1/2008 12:00:00 AM"
"71782","110690","7","708","20.9940","0.0000","146.958000","4aa6f3da-060b-4c22-b6b5-3a29c370af8d","6/1/2008 12:00:00 AM"
"71782","110691","3","961","445.4100","0.0000","1336.230000","35ba4320-0ef4-46c4-8e1b-71201d1f4fc5","6/1/2008 12:00:00 AM"
"71782","110692","2","979","445.4100","0.0000","890.820000","bc718813-1d25-49c8-9369-4ec056c040d7","6/1/2008 12:00:00 AM"
"71782","110693","2","958","445.4100","0.0000","890.820000","6a61199f-48c9-4dd1-8fc1-5825a1c8c7ae","6/1/2008 12:00:00 AM"
"71782","110694","1","963","445.4100","0.0000","445.410000","48eada4b-b0a7-4cd4-bd00-e7b8eebbcfde","6/1/2008 12:00:00 AM"
"71782","110695","1","953","728.9100","0.0000","728.910000","8c2be39e-66d9-437d-8d18-233702bc27b5","6/1/2008 12:00:00 AM"
"71782","110696","2","968","1430.4420","0.0000","2860.884000","56f9396b-53f8-4386-8f08-6feb33125913","6/1/2008 12:00:00 AM"
"71782","110697","2","951","242.9940","0.0000","485.988000","35d889d9-676a-4b95-a2ea-28da743c25a7","6/1/2008 12:00:00 AM"
"71782","110698","2","945","54.8940","0.0000","109.788000","2d3aef50-9ace-4b59-be1f-b9d709ecbde2","6/1/2008 12:00:00 AM"
"71782","110699","1","916","31.5840","0.0000","31.584000","20812393-5001-46eb-a7f6-69c537cbb76e","6/1/2008 12:00:00 AM"
"71782","110700","1","886","200.0520","0.0000","200.052000","c09d7227-b5cb-4e1f-8489-c5456c71516e","6/1/2008 12:00:00 AM"
"71782","110701","1","892","602.3460","0.0000","602.346000","00233509-2f29-4f6e-b84c-e1d38536d432","6/1/2008 12:00:00 AM"
"71782","110702","1","893","602.3460","0.0000","602.346000","df0ff5ca-b71f-49ab-852e-f4f1c934ce7a","6/1/2008 12:00:00 AM"
"71782","110703","6","881","32.3940","0.0000","194.364000","87172507-65ee-414f-a162-1bc35f7aff1f","6/1/2008 12:00:00 AM"
"71782","110704","4","883","32.3940","0.0000","129.576000","a62b4ea2-985b-4c65-91d2-94e57a3b1a50","6/1/2008 12:00:00 AM"
"71782","110705","1","859","14.6940","0.0000","14.694000","84402784-60d8-4a3b-b982-97661b060511","6/1/2008 12:00:00 AM"
"71782","110706","4","865","38.1000","0.0000","152.400000","2fde7943-7f34-42e3-a6f6-d8d8ba64103e","6/1/2008 12:00:00 AM"
"71782","110707","9","880","32.9940","0.0000","296.946000","bc88c745-58eb-4681-9381-68fef23d9334","6/1/2008 12:00:00 AM"
"71782","110708","6","711","20.9940","0.0000","125.964000","c4df556d-3a50-4e6d-ba45-4ad9c58cb4d5","6/1/2008 12:00:00 AM"
"71782","110709","3","707","20.9940","0.0000","62.982000","eeff1625-7749-4f51-a01d-3a9776b774f1","6/1/2008 12:00:00 AM"
"71783","110710","4","738","202.3320","0.0000","809.328000","6600bd56-0e8e-4708-88ad-8b81cdde0c66","6/1/2008 12:00:00 AM"
"71783","110711","6","939","37.2540","0.0000","223.524000","49ff2935-0b3d-4bed-91d0-454c71a2cbbe","6/1/2008 12:00:00 AM"
"71783","110712","3","793","1466.0100","0.0000","4398.030000","a13c9fa5-a227-4d2e-b1b9-4982187edc65","6/1/2008 12:00:00 AM"
"71783","110713","4","977","323.9940","0.0000","1295.976000","cf2858d7-f54f-4954-a9f2-87e132352d4e","6/1/2008 12:00:00 AM"
"71783","110714","9","880","32.9940","0.0000","296.946000","bfbd21a7-253a-411a-9fe7-56884370529e","6/1/2008 12:00:00 AM"
"71783","110715","7","859","14.6940","0.0000","102.858000","9ca42575-6bd2-4063-904a-f89dcdbfa00f","6/1/2008 12:00:00 AM"
"71783","110716","25","976","850.4950","0.1000","19136.137500","f9e75552-b9d0-4cfe-ac23-abbffa8da03b","6/1/2008 12:00:00 AM"
"71783","110717","6","714","29.9940","0.0000","179.964000","4003a2a8-7365-4f8b-9fef-53d14b022e42","6/1/2008 12:00:00 AM"
"71783","110718","8","877","4.7700","0.0000","38.160000","3650c9ac-764f-4a62-bd44-c9c302643c49","6/1/2008 12:00:00 AM"
"71783","110719","1","813","72.1620","0.0000","72.162000","15b9c1ad-c3de-474d-ac24-bf2062485549","6/1/2008 12:00:00 AM"
"71783","110720","6","881","32.3940","0.0000","194.364000","7f2dc14d-5f9b-4d50-8a47-98ea49a83ce3","6/1/2008 12:00:00 AM"
"71783","110721","6","873","1.3740","0.0000","8.244000","e447cabb-a2cd-4bb0-9927-a6285927baec","6/1/2008 12:00:00 AM"
"71783","110722","10","870","2.9940","0.0000","29.940000","93d36328-d201-49c3-981b-0082f93f305a","6/1/2008 12:00:00 AM"
"71783","110723","1","822","356.8980","0.0000","356.898000","710710b5-a4be-4a71-8965-b5ac0c3f8732","6/1/2008 12:00:00 AM"
"71783","110724","1","799","672.2940","0.0000","672.294000","bd3a6bd9-2d94-4bb2-b033-2cb2b879b666","6/1/2008 12:00:00 AM"
"71783","110725","2","858","14.6940","0.0000","29.388000","17d042f8-7e71-4c98-a9e8-c06c6b046b9f","6/1/2008 12:00:00 AM"
"71783","110726","9","860","14.6940","0.0000","132.246000","69287890-5cf2-48d4-842e-1af037e8880b","6/1/2008 12:00:00 AM"
"71783","110727","15","864","34.9250","0.0500","497.681250","95523468-78c9-4659-a9e2-408f6139c1bc","6/1/2008 12:00:00 AM"
"71783","110728","3","938","24.2940","0.0000","72.882000","6a7322f6-6e11-45c2-8b9e-004714cd9716","6/1/2008 12:00:00 AM"
"71783","110729","11","883","31.3142","0.0200","337.567076","2bc7d17c-cb36-4acd-a45e-5f6f0336a15a","6/1/2008 12:00:00 AM"
"71783","110730","6","722","202.3320","0.0000","1213.992000","5e9d4a6a-6848-46c3-a6ed-4f5111b94302","6/1/2008 12:00:00 AM"
"71783","110731","9","884","32.3940","0.0000","291.546000","443c9252-f746-4ec0-b838-2b02bee947f6","6/1/2008 12:00:00 AM"
"71783","110732","7","998","323.9940","0.0000","2267.958000","db5fe5ad-ea68-4d7d-9b74-647141ac43b9","6/1/2008 12:00:00 AM"
"71783","110733","5","999","323.9940","0.0000","1619.970000","abdb8300-ff35-45f5-b4ca-9f627024ee30","6/1/2008 12:00:00 AM"
"71783","110734","4","797","672.2940","0.0000","2689.176000","8f859c8b-6996-4e2d-9f0f-0dd0f8fea8db","6/1/2008 12:00:00 AM"
"71783","110735","1","798","672.2940","0.0000","672.294000","d27d3eb4-56c3-4877-9902-264b2a236ead","6/1/2008 12:00:00 AM"
"71783","110736","1","801","672.2940","0.0000","672.294000","b9e766b8-ce94-4452-bb4b-02fa8138b193","6/1/2008 12:00:00 AM"
"71783","110737","5","973","1020.5940","0.0000","5102.970000","22203517-0010-48f1-a777-5bb735226508","6/1/2008 12:00:00 AM"
"71783","110738","13","974","986.5742","0.0200","12568.955308","ac5c5fc9-722c-4e0e-b1ca-bcf60ca65228","6/1/2008 12:00:00 AM"
"71783","110739","4","940","48.5940","0.0000","194.376000","e09a8710-17cf-4e93-8d1b-89ad798e9058","6/1/2008 12:00:00 AM"
"71783","110740","3","835","356.8980","0.0000","1070.694000","cc30cb7e-1260-48a9-8dec-b7d95cc5533e","6/1/2008 12:00:00 AM"
"71783","110741","4","836","356.8980","0.0000","1427.592000","0a9a4bef-bb06-49b2-942d-c8a2cd010a84","6/1/2008 12:00:00 AM"
"71783","110742","4","838","858.9000","0.0000","3435.600000","32e1242c-4571-46f4-b749-fdc8224186c8","6/1/2008 12:00:00 AM"
"71783","110743","2","718","858.9000","0.0000","1717.800000","033a43f7-a88b-4d7c-8308-bc2ae7ec9779","6/1/2008 12:00:00 AM"
"71783","110744","17","715","27.4945","0.0500","444.036175","b67b428a-14e3-4246-8d86-48ceec873e8b","6/1/2008 12:00:00 AM"
"71783","110745","4","716","29.9940","0.0000","119.976000","00c305b1-2d9c-488c-ae9d-983dcda1df06","6/1/2008 12:00:00 AM"
"71783","110746","1","875","5.3940","0.0000","5.394000","115cb3de-68bf-433c-934f-bf6ead607011","6/1/2008 12:00:00 AM"
"71783","110747","10","865","38.1000","0.0000","381.000000","9d1dfc31-93d5-463a-b188-6de1a93a79b1","6/1/2008 12:00:00 AM"
"71783","110748","11","712","5.2142","0.0200","56.209076","4dc0622c-e097-4b89-8466-148fcd95e6fb","6/1/2008 12:00:00 AM"
"71783","110749","15","711","19.2445","0.0500","274.234125","e671d916-17c3-4dd1-b086-2b08b84877e2","6/1/2008 12:00:00 AM"
"71783","110750","2","876","72.0000","0.0000","144.000000","65412ada-b387-4edf-b099-697ccf1f6cf7","6/1/2008 12:00:00 AM"
"71783","110751","10","707","20.9940","0.0000","209.940000","d29b2630-1485-4fde-8a3f-7c677a3cc567","6/1/2008 12:00:00 AM"
"71783","110752","11","708","20.2942","0.0200","218.771476","71f6fbbf-3b29-4f55-abd3-3577d6786501","6/1/2008 12:00:00 AM"
"71784","110753","2","711","20.9940","0.0000","41.988000","d673a683-66c1-41d9-9c18-0f358e135ab7","6/1/2008 12:00:00 AM"
"71784","110754","8","885","602.3460","0.0000","4818.768000","701cac38-5268-4ee9-a66f-ba5e0f578743","6/1/2008 12:00:00 AM"
"71784","110755","2","954","1430.4420","0.0000","2860.884000","0f40ef26-3a85-46a8-bbb2-a9b063aa43dd","6/1/2008 12:00:00 AM"
"71784","110756","11","870","2.8942","0.0200","31.199476","1e115c68-5af1-41d7-86c2-66f881153c6e","6/1/2008 12:00:00 AM"
"71784","110757","8","865","38.1000","0.0000","304.800000","cc0c8be2-787b-4c97-a568-02facc05d55b","6/1/2008 12:00:00 AM"
"71784","110758","4","970","728.9100","0.0000","2915.640000","3b529926-7ae8-4805-bc73-7ba460e5f1ab","6/1/2008 12:00:00 AM"
"71784","110759","1","959","445.4100","0.0000","445.410000","d86eb183-494b-4be4-889d-e14a16c29c9d","6/1/2008 12:00:00 AM"
"71784","110760","9","714","29.9940","0.0000","269.946000","847f0227-ded8-4717-8f6f-ddaeacdd7ca0","6/1/2008 12:00:00 AM"
"71784","110761","10","712","5.3940","0.0000","53.940000","85648cf9-a6e2-4ddc-ab71-d77d8ca27a12","6/1/2008 12:00:00 AM"
"71784","110762","4","972","728.9100","0.0000","2915.640000","25e7c0f0-daea-4761-89fc-9b65caa00648","6/1/2008 12:00:00 AM"
"71784","110763","8","877","4.7700","0.0000","38.160000","5995a5a1-56fe-486a-8ac3-a96630355f1d","6/1/2008 12:00:00 AM"
"71784","110764","5","716","29.9940","0.0000","149.970000","2258c121-5aba-4d57-a8de-56a6493f4547","6/1/2008 12:00:00 AM"
"71784","110765","11","965","430.5630","0.0200","4641.469140","4c8645bc-6da7-465a-a1b8-9795c30920e5","6/1/2008 12:00:00 AM"
"71784","110766","6","958","445.4100","0.0000","2672.460000","7fc16257-7d13-4b56-bcdf-8406522e5ae4","6/1/2008 12:00:00 AM"
"71784","110767","6","876","72.0000","0.0000","432.000000","b488c4c2-e995-4314-bd7f-fbeace20383e","6/1/2008 12:00:00 AM"
"71784","110768","2","899","200.0520","0.0000","400.104000","851a9448-2136-49cd-be6a-1e3cf23ef28a","6/1/2008 12:00:00 AM"
"71784","110769","6","858","14.6940","0.0000","88.164000","9bf2d259-bf1e-4f41-9f37-f56a78e26a19","6/1/2008 12:00:00 AM"
"71784","110770","4","889","602.3460","0.0000","2409.384000","9bb4b933-991f-4f9c-9bed-948c8023e1fb","6/1/2008 12:00:00 AM"
"71784","110771","7","962","445.4100","0.0000","3117.870000","99d641dd-76d5-4334-9e55-99ff78125a94","6/1/2008 12:00:00 AM"
"71784","110772","2","895","200.0520","0.0000","400.104000","61efc1c5-71ce-4537-9ede-723dd776a042","6/1/2008 12:00:00 AM"
"71784","110773","12","957","1382.7606","0.0200","16261.264656","2608abcf-0d68-4adc-9f2f-45b931b3417d","6/1/2008 12:00:00 AM"
"71784","110774","8","979","445.4100","0.0000","3563.280000","3b2dd1d1-ca84-40b0-9ee2-e8d97242760b","6/1/2008 12:00:00 AM"
"71784","110775","3","961","445.4100","0.0000","1336.230000","4cfcd54c-299d-491c-acaa-86f2c2dd98ef","6/1/2008 12:00:00 AM"
"71784","110776","5","963","445.4100","0.0000","2227.050000","16fd8cce-6d5d-4642-9d56-56d146310752","6/1/2008 12:00:00 AM"
"71784","110777","3","953","728.9100","0.0000","2186.730000","5645b1ba-251a-4515-aa9a-6e9e86eea4e7","6/1/2008 12:00:00 AM"
"71784","110778","4","966","1430.4420","0.0000","5721.768000","e09d1eb7-627d-43ed-97aa-96be7fad32c3","6/1/2008 12:00:00 AM"
"71784","110779","6","967","1430.4420","0.0000","8582.652000","0c2a84e5-a1e1-4a00-993f-19b4819afbe0","6/1/2008 12:00:00 AM"
"71784","110780","10","969","1430.4420","0.0000","14304.420000","a8ef0789-b2da-411f-b777-da449389d319","6/1/2008 12:00:00 AM"
"71784","110781","2","955","1430.4420","0.0000","2860.884000","e8902b25-0c11-48f1-ba14-3a18072ae4df","6/1/2008 12:00:00 AM"
"71784","110782","2","916","31.5840","0.0000","63.168000","deefdf0c-fa8e-40ce-ab16-41f51b043796","6/1/2008 12:00:00 AM"
"71784","110783","3","896","200.0520","0.0000","600.156000","ec43c98a-6838-4941-a503-3504b14fbe6b","6/1/2008 12:00:00 AM"
"71784","110784","1","900","200.0520","0.0000","200.052000","3dbf3836-b3a9-48ba-8241-61dea20de368","6/1/2008 12:00:00 AM"
"71784","110785","1","893","602.3460","0.0000","602.346000","061c861d-cada-4884-a224-4de4c00e97e5","6/1/2008 12:00:00 AM"
"71784","110786","8","715","29.9940","0.0000","239.952000","937fc41c-a818-473d-88b4-d5fc930230f1","6/1/2008 12:00:00 AM"
"71784","110787","6","881","32.3940","0.0000","194.364000","281d1c72-ec9a-4e76-93b8-f83217a26a2e","6/1/2008 12:00:00 AM"
"71784","110788","7","883","32.3940","0.0000","226.758000","b7b5995f-02c9-473b-bbb5-1189f87832dc","6/1/2008 12:00:00 AM"
"71784","110789","3","884","32.3940","0.0000","97.182000","0437f448-edf0-48ed-8a88-0743e136d2da","6/1/2008 12:00:00 AM"
"71784","110790","5","859","14.6940","0.0000","73.470000","c466499e-5284-4b18-9e65-6c3628788963","6/1/2008 12:00:00 AM"
"71784","110791","23","864","34.9250","0.0500","763.111250","edb4ed91-8e46-4e5e-9195-e476b7d2ad67","6/1/2008 12:00:00 AM"
"71784","110792","9","880","32.9940","0.0000","296.946000","75f2181f-ad5c-4dc4-a52f-66cd7cac3f7b","6/1/2008 12:00:00 AM"
"71784","110793","8","873","1.3740","0.0000","10.992000","2b64ca83-b2fb-4ae5-a9ec-9ea1637317db","6/1/2008 12:00:00 AM"
"71784","110794","10","707","20.9940","0.0000","209.940000","b86d13fa-2545-4e15-9ab5-1162c1374a6c","6/1/2008 12:00:00 AM"
"71784","110795","12","708","20.2942","0.0200","238.659792","21cbcfa9-6e2e-408f-aa28-ccc84fd4c60e","6/1/2008 12:00:00 AM"
"71796","111018","1","891","602.3460","0.0000","602.346000","dd91e489-43b3-45c6-a4ea-e4d2e650019e","6/1/2008 12:00:00 AM"
"71796","111019","8","972","728.9100","0.0000","5831.280000","46260489-ce09-41d8-ace1-916e300d83c7","6/1/2008 12:00:00 AM"
"71796","111020","2","953","728.9100","0.0000","1457.820000","c163c562-3ed8-41e3-aa66-2a78c3a7bfd0","6/1/2008 12:00:00 AM"
"71796","111021","1","916","31.5840","0.0000","31.584000","18849a7f-ab84-4f0d-9345-a437ad535053","6/1/2008 12:00:00 AM"
"71796","111022","5","958","445.4100","0.0000","2227.050000","13186b9f-42fc-487c-90fd-4ea96d113233","6/1/2008 12:00:00 AM"
"71796","111023","3","957","1430.4420","0.0000","4291.326000","2df66e6b-21e5-43b4-a91c-57ffd3033e18","6/1/2008 12:00:00 AM"
"71796","111024","9","969","1430.4420","0.0000","12873.978000","24d90386-e9b3-40c4-8d04-ef0e2acd30bb","6/1/2008 12:00:00 AM"
"71796","111025","2","967","1430.4420","0.0000","2860.884000","73ff8746-1fa6-425a-99f0-3c76ed213701","6/1/2008 12:00:00 AM"
"71796","111026","3","979","445.4100","0.0000","1336.230000","a96adf3d-3f0e-439f-ad3c-23846c5f51ec","6/1/2008 12:00:00 AM"
"71796","111027","7","961","445.4100","0.0000","3117.870000","32cbb9f9-6747-4b46-89c7-176928a7b742","6/1/2008 12:00:00 AM"
"71796","111028","2","965","445.4100","0.0000","890.820000","4b67900d-8a1a-40d8-b654-73cfa183ac2e","6/1/2008 12:00:00 AM"
"71796","111029","1","970","728.9100","0.0000","728.910000","b94d54d5-1146-43f1-baaa-fd556194977c","6/1/2008 12:00:00 AM"
"71796","111030","3","954","1430.4420","0.0000","4291.326000","c5592d27-d2a7-4687-9d43-f2f034da8e72","6/1/2008 12:00:00 AM"
"71796","111031","1","955","1430.4420","0.0000","1430.442000","9fc48164-06e3-47e3-8455-19f316c3014e","6/1/2008 12:00:00 AM"
"71796","111032","1","947","54.9420","0.0000","54.942000","fdedab25-d27e-4d66-bb57-6a699846c3e9","6/1/2008 12:00:00 AM"
"71796","111033","1","899","200.0520","0.0000","200.052000","77b7e9b6-142a-4216-8c71-f839990f536a","6/1/2008 12:00:00 AM"
"71796","111034","1","900","200.0520","0.0000","200.052000","c54d207b-7ec9-4ea5-b0a7-c37c1d759b03","6/1/2008 12:00:00 AM"
"71796","111035","6","892","602.3460","0.0000","3614.076000","a586daf2-66e3-4eff-93ce-a869c4ec6c51","6/1/2008 12:00:00 AM"
"71796","111036","1","893","602.3460","0.0000","602.346000","afdfded7-2118-465c-8bb2-10a322dc37c2","6/1/2008 12:00:00 AM"
"71796","111037","2","885","602.3460","0.0000","1204.692000","50cafdbf-f978-4791-b376-386c2c22fa0c","6/1/2008 12:00:00 AM"
"71797","111038","4","711","20.9940","0.0000","83.976000","9cfabd92-779c-4893-9dd1-652291e0cd71","6/1/2008 12:00:00 AM"
"71797","111039","2","838","858.9000","0.0000","1717.800000","37ab902a-d1a1-421a-8af0-89d144b28efd","6/1/2008 12:00:00 AM"
"71797","111040","1","714","29.9940","0.0000","29.994000","4c9f3c90-9122-42a6-b423-a3f927d39235","6/1/2008 12:00:00 AM"
"71797","111041","4","940","48.5940","0.0000","194.376000","a0fcd9d2-e73d-4385-8711-f828c4dfcf41","6/1/2008 12:00:00 AM"
"71797","111042","16","883","29.6945","0.0500","451.356400","143b1db9-9435-4eae-bc04-af7b1a1c273c","6/1/2008 12:00:00 AM"
"71797","111043","2","913","31.5840","0.0000","63.168000","11baec31-14ff-4009-b096-228a6687b44e","6/1/2008 12:00:00 AM"
"71797","111044","1","738","202.3320","0.0000","202.332000","dd6121fb-30e7-47ff-af1c-61b8dc690f10","6/1/2008 12:00:00 AM"
"71797","111045","3","722","202.3320","0.0000","606.996000","aab11dce-3367-40c1-885c-cb7e72cdfdb9","6/1/2008 12:00:00 AM"
"71797","111046","5","835","356.8980","0.0000","1784.490000","db72c511-bd31-4e2a-b65a-6dec0aad6aef","6/1/2008 12:00:00 AM"
"71797","111047","1","718","858.9000","0.0000","858.900000","093129d0-66c4-44e6-af23-45f0fbf0f1a4","6/1/2008 12:00:00 AM"
"71797","111048","4","715","29.9940","0.0000","119.976000","14c471c4-b9d4-41a4-a7ad-bf3e339630ad","6/1/2008 12:00:00 AM"
"71797","111049","5","716","29.9940","0.0000","149.970000","66fa5c4e-c414-46db-b1e4-f29c56817d59","6/1/2008 12:00:00 AM"
"71797","111050","15","884","29.6945","0.0500","423.146625","59634b96-5836-4e10-999a-4ecf310b3b16","6/1/2008 12:00:00 AM"
"71797","111051","3","875","5.3940","0.0000","16.182000","37f87a70-ad19-4eed-b396-d1354ae8c08e","6/1/2008 12:00:00 AM"
"71797","111052","4","860","14.6940","0.0000","58.776000","c197d7fc-0cda-4544-9556-0d890655e4f5","6/1/2008 12:00:00 AM"
