#TYPE System.Data.DataRow
"ProductModelID","ProductDescriptionID","Culture","rowguid","ModifiedDate"
"8","1514","fr    ","cb9584e0-cea2-4d88-a083-e88596d920c0","6/1/2007 12:00:00 AM"
"8","1636","th    ","a00716bd-80c1-49ab-91d1-368a88739270","6/1/2007 12:00:00 AM"
"8","1759","he    ","5f61690c-e8e2-4a8c-890c-403dfa85c64d","6/1/2007 12:00:00 AM"
"8","1886","zh-cht","931ae7b7-4e89-4f56-95fc-5bb4bbda4a3b","6/1/2007 12:00:00 AM"
"9","1020","en    ","14c44869-3696-4b30-929a-3adffc8243de","6/1/2007 12:00:00 AM"
"9","1449","ar    ","00cbd7ee-7d77-47d1-a925-82344a8c129a","6/1/2007 12:00:00 AM"
"9","1571","fr    ","649557cd-028e-4a1f-b5d5-71c09a6ae268","6/1/2007 12:00:00 AM"
"9","1694","th    ","b7a77a21-351b-4d99-9a47-3f936e955345","6/1/2007 12:00:00 AM"
"9","1825","he    ","5ddb3737-dad4-4558-804d-32741ab70918","6/1/2007 12:00:00 AM"
"9","1946","zh-cht","08d24e20-4d12-4dbd-9519-b2663f0856cb","6/1/2007 12:00:00 AM"
"10","1146","en    ","80282984-07c9-4348-940a-007707e275bf","6/1/2007 12:00:00 AM"
"10","1452","ar    ","47f60570-7593-45d1-8abc-8ddced190b59","6/1/2007 12:00:00 AM"
"10","1574","fr    ","f8d3c976-3d6e-43be-9ead-703d2896d62c","6/1/2007 12:00:00 AM"
"10","1697","th    ","76e9d226-c574-4698-8820-e53f0f9e9a08","6/1/2007 12:00:00 AM"
"10","1828","he    ","debc6ac1-dd65-4ef4-9a41-ad412e944ccc","6/1/2007 12:00:00 AM"
"10","1949","zh-cht","05d6df85-8a7b-4be0-b0f5-7aae148ac482","6/1/2007 12:00:00 AM"
"11","1211","en    ","03c12575-f1bf-48ad-a483-d1185d24ce2c","6/1/2007 12:00:00 AM"
"11","1477","ar    ","99caa5ad-2e33-4c08-95fa-4a95e13864bb","6/1/2007 12:00:00 AM"
"11","1599","fr    ","000aa434-8c55-4a8e-a850-9ae32edf537b","6/1/2007 12:00:00 AM"
"11","1722","th    ","347b3583-3099-4d56-981b-9eabeef0d7a1","6/1/2007 12:00:00 AM"
"11","1848","he    ","70161d0b-524d-4573-9a43-e37079c12729","6/1/2007 12:00:00 AM"
"11","1975","zh-cht","e2c27c9f-e447-4e75-8650-e24e46ae0e4b","6/1/2007 12:00:00 AM"
"12","1192","en    ","b3345c84-e8b9-4678-908d-fc3ac905cbdd","6/1/2007 12:00:00 AM"
"12","1461","ar    ","66375346-2e71-46aa-999e-83ed1ee9a24a","6/1/2007 12:00:00 AM"
"12","1583","fr    ","baaa2c36-a723-496f-9295-dcaeafc14e15","6/1/2007 12:00:00 AM"
"12","1706","th    ","68f5e671-261e-4c8d-a7cb-721e24807c5e","6/1/2007 12:00:00 AM"
"12","1832","he    ","1a82d539-b9ff-47af-907b-133b37759eef","6/1/2007 12:00:00 AM"
"12","1958","zh-cht","700b4b17-4554-446d-b122-45160bab2784","6/1/2007 12:00:00 AM"
"13","1200","en    ","859d7ca6-492f-4158-af32-c6c07b1e53cc","6/1/2007 12:00:00 AM"
"13","1468","ar    ","89658bb2-ac50-4c64-a7e7-1ae80f38b838","6/1/2007 12:00:00 AM"
"13","1590","fr    ","2b728562-2bad-4635-8b62-0f472812d80b","6/1/2007 12:00:00 AM"
"13","1713","th    ","92b65238-882c-47dd-b5d3-4939ffa7f2ba","6/1/2007 12:00:00 AM"
"13","1839","he    ","ddb24222-676a-4cbe-908e-b89c2545e943","6/1/2007 12:00:00 AM"
"13","1966","zh-cht","fcec1621-8619-4303-8ff7-c2859c2f492c","6/1/2007 12:00:00 AM"
"14","644","en    ","b1bc1865-a5af-42d7-af2f-29f3ad203ccd","6/1/2007 12:00:00 AM"
"14","1399","ar    ","0cc42172-f586-4689-a95e-a542c9256bc0","6/1/2007 12:00:00 AM"
"14","1516","fr    ","6c600604-8753-4347-8dd6-e7697ff13087","6/1/2007 12:00:00 AM"
"14","1638","th    ","f68545c9-c536-447f-aa52-03e10a75862c","6/1/2007 12:00:00 AM"
"14","1761","he    ","1bb12cec-fa85-439b-ab8a-5ca5717a556a","6/1/2007 12:00:00 AM"
"14","1888","zh-cht","71b4d4e9-ab5c-47f6-94f4-feec74893e47","6/1/2007 12:00:00 AM"
"15","642","en    ","7b1e1356-5c9f-405e-8e94-1a8d3a17e67d","6/1/2007 12:00:00 AM"
"15","1398","ar    ","be39b97b-3bbf-4ad3-8e2c-9ad2dade6011","6/1/2007 12:00:00 AM"
"15","1515","fr    ","2081e55b-f3e2-4481-ae59-cd2826dd1cfc","6/1/2007 12:00:00 AM"
"15","1637","th    ","4aa960b3-4cc8-4f01-bb82-989adbd4d036","6/1/2007 12:00:00 AM"
"15","1760","he    ","389f66a0-687e-48b1-8913-c06494847f06","6/1/2007 12:00:00 AM"
"15","1887","zh-cht","4cad4411-964f-4303-8cca-d87077f6e16f","6/1/2007 12:00:00 AM"
"16","1062","en    ","2d587ca9-acf5-4083-80c9-e91b9bf2aceb","6/1/2007 12:00:00 AM"
"16","1450","ar    ","8def6a11-c993-43e0-a249-f2dcb5d935e0","6/1/2007 12:00:00 AM"
"16","1572","fr    ","cfaad98b-573c-4fec-9ff5-97806ffef0ed","6/1/2007 12:00:00 AM"
"16","1695","th    ","823227e2-d45b-4f55-a642-b0a2cfefc505","6/1/2007 12:00:00 AM"
"16","1826","he    ","eb7ae31e-b63a-487a-b82d-2be79bbfd432","6/1/2007 12:00:00 AM"
"16","1947","zh-cht","90229102-f9c1-4917-8eff-26bc373ab430","6/1/2007 12:00:00 AM"
"17","661","en    ","d91f0507-baa5-4b44-a0e6-a6acef29f066","6/1/2007 12:00:00 AM"
"17","1401","ar    ","b37c7103-546a-49f8-9bd2-5168ed82530b","6/1/2007 12:00:00 AM"
"17","1517","fr    ","87365776-a0a1-4580-b080-b18f21d8cb1e","6/1/2007 12:00:00 AM"
"17","1640","th    ","7405171f-2b98-4c26-bdc3-a4dc7cd34c93","6/1/2007 12:00:00 AM"
"17","1770","he    ","e20a9b76-6a70-408b-ae61-3c95cd8f7311","6/1/2007 12:00:00 AM"
"17","1890","zh-cht","e710528d-3405-4583-a330-066ae597fd32","6/1/2007 12:00:00 AM"
"18","1189","en    ","0f1a234c-5dde-4181-b7f5-1b96d1c4d12d","6/1/2007 12:00:00 AM"
"18","1459","ar    ","b679f700-a84a-4881-8f91-81ac7e372cc9","6/1/2007 12:00:00 AM"
"18","1581","fr    ","a009d7a7-19be-454d-8572-854286814096","6/1/2007 12:00:00 AM"
"18","1704","th    ","e827bf93-130c-4583-845c-b145acc04075","6/1/2007 12:00:00 AM"
"18","1830","he    ","d551d929-4e57-4f6b-96df-986d417d2673","6/1/2007 12:00:00 AM"
"18","1956","zh-cht","ded2eca0-259e-4f67-ad48-fd0726ca739f","6/1/2007 12:00:00 AM"
"19","168","en    ","5ba7f486-e964-4b2b-87dc-c0edff6ba2d2","6/1/2007 12:00:00 AM"
"19","1367","ar    ","20a03af8-d494-4947-9c84-1e6aaefd9d83","6/1/2007 12:00:00 AM"
"19","1491","fr    ","56981e78-1ff2-43a2-926b-a8ea7f84a431","6/1/2007 12:00:00 AM"
"19","1613","th    ","2e4c79e2-5ee3-4a0e-86e1-c402d3ad6f48","6/1/2007 12:00:00 AM"
"19","1735","he    ","318e521c-bad3-4102-abe7-bbff340e0117","6/1/2007 12:00:00 AM"
"19","1862","zh-cht","8e308a95-bca4-4da5-a09f-b7bd4d827937","6/1/2007 12:00:00 AM"
"20","128","en    ","f57a0614-ec87-4f51-ab3e-f889d37440f6","6/1/2007 12:00:00 AM"
"20","1366","ar    ","c00ab8b7-1451-4a28-af77-621a2d6f0674","6/1/2007 12:00:00 AM"
"20","1490","fr    ","70b555e3-ac30-4a42-8959-339738dac806","6/1/2007 12:00:00 AM"
"20","1612","th    ","397db872-2266-431d-9350-7fcba7bf0806","6/1/2007 12:00:00 AM"
"20","1734","he    ","5e6a8dc0-f36d-4268-9b38-b8b3580af9bd","6/1/2007 12:00:00 AM"
"20","1861","zh-cht","1261c180-b925-43eb-be85-92dd8e43e960","6/1/2007 12:00:00 AM"
"21","88","en    ","ea6a1c4c-978d-4ada-89ed-e671571ecbfe","6/1/2007 12:00:00 AM"
"21","1365","ar    ","f68a348a-6d3d-4cb9-b6f5-26e88aca281a","6/1/2007 12:00:00 AM"
"21","1489","fr    ","5f8ca766-a514-46ae-bac9-557093390ebc","6/1/2007 12:00:00 AM"
"21","1611","th    ","dfe16545-43fa-4bc3-a25e-ec9e0bdf8318","6/1/2007 12:00:00 AM"
"21","1733","he    ","87108102-c3fb-44cd-ac1a-5f11e7a8b4f5","6/1/2007 12:00:00 AM"
"21","1860","zh-cht","0e89a594-99c7-4e09-8451-4ebf32c242a7","6/1/2007 12:00:00 AM"
"22","64","en    ","b301b583-2d7f-4c19-afa9-01d142f8ae2d","6/1/2007 12:00:00 AM"
"22","1364","ar    ","1ce70285-a5e6-4e08-b455-ab918c63a8a5","6/1/2007 12:00:00 AM"
"22","1488","fr    ","a73f5bf1-ad79-4703-9bfe-5f6f87705516","6/1/2007 12:00:00 AM"
"22","1610","th    ","612f17fa-d3db-415b-bcdd-02bb9f8335ea","6/1/2007 12:00:00 AM"
"22","1732","he    ","b6a32de7-ff54-4169-8b74-fc2be9fb8046","6/1/2007 12:00:00 AM"
"22","1859","zh-cht","27286e95-f09d-42cb-9d01-9163a15f34a9","6/1/2007 12:00:00 AM"
"23","8","en    ","397fa9e9-eef0-42dc-b27a-5b9a717bb237","6/1/2007 12:00:00 AM"
"23","1363","ar    ","bb1120cc-8c3a-431f-9fff-e847032ecd4f","6/1/2007 12:00:00 AM"
"23","1487","fr    ","a96e7527-4414-43a3-b52d-26a57d0ae88f","6/1/2007 12:00:00 AM"
"23","1609","th    ","14c2a38b-a7b3-418d-8790-34e1060e06d4","6/1/2007 12:00:00 AM"
"23","1731","he    ","cbd361d0-b753-439c-86c8-11ba0ed91bb2","6/1/2007 12:00:00 AM"
"23","1858","zh-cht","175e4c7b-a197-4d71-8d10-012f0a1abd4b","6/1/2007 12:00:00 AM"
"24","1208","en    ","2d4d6267-b8d4-4345-ba19-9334b6bc7055","6/1/2007 12:00:00 AM"
"24","1474","ar    ","e754e396-1813-44bb-9f63-382fb1ba5184","6/1/2007 12:00:00 AM"
"24","1596","fr    ","984a725c-9095-47e3-8a2f-8be4ff45d2c0","6/1/2007 12:00:00 AM"
"24","1719","th    ","402a9f58-b56b-4cb3-9809-aeffb881f2b8","6/1/2007 12:00:00 AM"
"24","1845","he    ","bc7a209c-64e0-404f-8d22-8c68fba73cef","6/1/2007 12:00:00 AM"
"24","1972","zh-cht","58536012-d364-4fb7-97b2-a6862807662b","6/1/2007 12:00:00 AM"
"25","457","en    ","beaf13cb-806c-450d-aea8-0eb70008e84d","6/1/2007 12:00:00 AM"
"25","1377","ar    ","a9c783c7-934a-4d4c-a0a3-05b64c560f81","6/1/2007 12:00:00 AM"
"25","1501","fr    ","7fb17aa5-b3a0-43fc-9926-b59ec04c6b43","6/1/2007 12:00:00 AM"
"25","1623","th    ","9609b25a-6446-4577-9894-9d7c1fac3c7e","6/1/2007 12:00:00 AM"
"25","1745","he    ","1f7e9a2a-3ddf-4bda-bf95-bb64e1604849","6/1/2007 12:00:00 AM"
"25","1872","zh-cht","3a957c6e-894d-49ed-bbb5-cdebd65ed338","6/1/2007 12:00:00 AM"
"26","409","en    ","7d6f2c6c-fe03-40da-8599-c185fa838bcc","6/1/2007 12:00:00 AM"
"26","1376","ar    ","b07cd225-0722-4087-8b2b-67469221c809","6/1/2007 12:00:00 AM"
"26","1500","fr    ","6ef1b2f0-f147-47a3-bd72-ee4fbff1a0da","6/1/2007 12:00:00 AM"
"26","1622","th    ","71dd5888-ef20-4f03-ae6a-c5c3918cd8f5","6/1/2007 12:00:00 AM"
"26","1744","he    ","9824333f-563e-4dbf-bae0-cea9af5de995","6/1/2007 12:00:00 AM"
"26","1871","zh-cht","e9ea5547-a6c7-49a2-9663-50258c303c96","6/1/2007 12:00:00 AM"
"27","376","en    ","ab93b739-e95e-4c4a-a570-b93349ea678c","6/1/2007 12:00:00 AM"
"27","1375","ar    ","30cad35a-e305-40f6-963b-26f9c34f6f62","6/1/2007 12:00:00 AM"
"27","1499","fr    ","02c06372-bfd2-4e5c-9910-6ed0e4e56188","6/1/2007 12:00:00 AM"
"27","1621","th    ","0dd094d8-7b99-431e-aa4c-64af858f75ac","6/1/2007 12:00:00 AM"
"27","1743","he    ","aab952ae-55d8-4d0f-b63a-1250b7666ae8","6/1/2007 12:00:00 AM"
"27","1870","zh-cht","a3825087-bbd7-4b91-ab17-58a0a11cf715","6/1/2007 12:00:00 AM"
"28","337","en    ","75c1ea33-92a2-4df5-8231-9f2ce420b6f9","6/1/2007 12:00:00 AM"
"28","1373","ar    ","df75bc13-57c3-4d23-9e59-dcaa986ae994","6/1/2007 12:00:00 AM"
"28","1497","fr    ","315893dd-6cfd-4bf7-b2ea-f784581e1236","6/1/2007 12:00:00 AM"
"28","1619","th    ","f0cf7cd7-099a-495b-8b9b-92f7a15de173","6/1/2007 12:00:00 AM"
"28","1741","he    ","4d3b5446-36aa-471c-a46c-84b656dfc6fc","6/1/2007 12:00:00 AM"
"28","1868","zh-cht","8dcec26f-9931-46f1-888c-bd65bf09666a","6/1/2007 12:00:00 AM"
"29","320","en    ","8f1f70fe-f222-4f9a-88b3-efb2af7086a9","6/1/2007 12:00:00 AM"
"29","1371","ar    ","0dccfdc6-2285-4fa2-b464-f9e300b6aaef","6/1/2007 12:00:00 AM"
"29","1495","fr    ","f9db3066-8948-400f-8e23-3192a282d1cd","6/1/2007 12:00:00 AM"
"29","1617","th    ","d204d263-b121-4b1c-b2d6-d221e4dff515","6/1/2007 12:00:00 AM"
"29","1739","he    ","cc5fd3c0-c689-4d29-81b2-8f4d82c144c9","6/1/2007 12:00:00 AM"
"29","1866","zh-cht","bead333e-aeaa-418e-9384-3d4b03956fe7","6/1/2007 12:00:00 AM"
"30","249","en    ","f254c1a2-eaa0-471e-bad2-cb466ad8ac25","6/1/2007 12:00:00 AM"
"30","1370","ar    ","0541b106-138d-4f60-b86f-aa06696718f4","6/1/2007 12:00:00 AM"
"30","1494","fr    ","9d208817-8c6f-43ec-b88c-05886c3a2cc1","6/1/2007 12:00:00 AM"
"30","1616","th    ","0bb91a63-2265-465e-a137-c81dead1673a","6/1/2007 12:00:00 AM"
"30","1738","he    ","a8cca23a-20c2-4383-8041-28219d0cef63","6/1/2007 12:00:00 AM"
"30","1865","zh-cht","46bec9be-313c-478f-8aa5-16cf295387dc","6/1/2007 12:00:00 AM"
"31","209","en    ","c44f974f-ffb2-44fe-abac-fab53e7a896a","6/1/2007 12:00:00 AM"
"31","1369","ar    ","4b7a7d29-6e39-4b4c-ba3a-17c489542107","6/1/2007 12:00:00 AM"
"31","1493","fr    ","67a11e38-08f8-43cf-a6ec-b832a9b34d58","6/1/2007 12:00:00 AM"
"31","1615","th    ","465c0770-9577-4c5a-9478-1cb41327d3d4","6/1/2007 12:00:00 AM"
"31","1737","he    ","a0797b0e-021f-45df-ba3e-a88f30f66848","6/1/2007 12:00:00 AM"
"31","1864","zh-cht","a5269311-f092-4dd2-90dd-9238a4b60986","6/1/2007 12:00:00 AM"
"32","1205","en    ","7dd01ecf-d739-4fdf-8574-aec55267323c","6/1/2007 12:00:00 AM"
"32","1472","ar    ","8842812e-a3ff-4322-9ee0-3120e169934e","6/1/2007 12:00:00 AM"
"32","1594","fr    ","71123dec-1396-4c4e-80c8-3efd3d5c13d9","6/1/2007 12:00:00 AM"
"32","1717","th    ","f6ddc164-4b8b-4df1-b8e5-1f353ed43473","6/1/2007 12:00:00 AM"
"32","1843","he    ","bf72d28d-2a93-406f-bd2b-5bb6a0aba2e9","6/1/2007 12:00:00 AM"
"32","1970","zh-cht","654a32f1-773b-4465-8c7f-62601956b5c0","6/1/2007 12:00:00 AM"
"33","1212","en    ","0a1b4dec-9a83-4da6-83ed-d3ba6c85527e","6/1/2007 12:00:00 AM"
"33","1478","ar    ","a6c07264-2c39-47c6-bfc6-1345def3f8b8","6/1/2007 12:00:00 AM"
"33","1600","fr    ","f1c7e340-2cc9-4275-b71f-c0707b516a0f","6/1/2007 12:00:00 AM"
"33","1723","th    ","a1df627d-388d-4129-a9f7-ed3d6ac7f9ae","6/1/2007 12:00:00 AM"
"33","1850","he    ","daa14fed-faad-4909-859b-5f8b9a3d0a24","6/1/2007 12:00:00 AM"
"33","1976","zh-cht","2688dde9-3db8-44a9-bf1e-fc5fd2658d30","6/1/2007 12:00:00 AM"
"34","594","en    ","49ece470-9fdb-48fb-9d80-46ae0e3ef8fc","6/1/2007 12:00:00 AM"
"34","1387","ar    ","c4df9bd4-4f8f-4cb4-bb32-9f1f540800ca","6/1/2007 12:00:00 AM"
"34","1504","fr    ","c7deacd9-f36d-467e-9159-ea8e0b705dbf","6/1/2007 12:00:00 AM"
"34","1626","th    ","3c4c9840-861f-42d0-b9b4-eadb33fab41c","6/1/2007 12:00:00 AM"
"34","1749","he    ","49cdf75e-161d-4791-ba53-b016afa32e73","6/1/2007 12:00:00 AM"
"34","1875","zh-cht","eb718102-2b1d-4c79-95c9-fee40dc4edf1","6/1/2007 12:00:00 AM"
"35","554","en    ","8d57b85b-1c3d-4773-b326-a62fdd1cd378","6/1/2007 12:00:00 AM"
"35","1379","ar    ","7bf8f0b7-a836-480d-bc89-9acbcbbf8837","6/1/2007 12:00:00 AM"
"35","1503","fr    ","220652e7-47ee-4f99-9eb1-f3597520ffbc","6/1/2007 12:00:00 AM"
"35","1625","th    ","e5d4cc21-6439-4a7a-82f9-6174968cdfc6","6/1/2007 12:00:00 AM"
"35","1748","he    ","37eee88f-a7d9-4a9c-b882-7a241723a0a0","6/1/2007 12:00:00 AM"
"35","1874","zh-cht","5d738c2c-a588-4f76-91c1-aa234d87e9e3","6/1/2007 12:00:00 AM"
"36","513","en    ","f35f7fac-4479-4748-81d1-7adec2de9917","6/1/2007 12:00:00 AM"
"36","1378","ar    ","fcc659ce-62bf-4a1b-8404-5564a3798bed","6/1/2007 12:00:00 AM"
"36","1502","fr    ","5c1d62aa-c221-4090-b7de-15c5f976d379","6/1/2007 12:00:00 AM"
"36","1624","th    ","53e75a98-8d87-4bd8-acd6-5c5b871e1231","6/1/2007 12:00:00 AM"
"36","1747","he    ","56fd411a-195d-4182-aa18-327fa5580695","6/1/2007 12:00:00 AM"
"36","1873","zh-cht","90e95302-5c7a-46ac-a264-ff10492e81cf","6/1/2007 12:00:00 AM"
"37","1196","en    ","46f1f2f9-33dc-4384-baa9-9c70d83a44ab","6/1/2007 12:00:00 AM"
"37","1465","ar    ","2a0429d4-a173-4fa3-9488-5313ae441c45","6/1/2007 12:00:00 AM"
"37","1587","fr    ","2691d6fd-b45e-4604-b2ef-61d5accf47ab","6/1/2007 12:00:00 AM"
"37","1710","th    ","592041d8-fa57-4e12-852f-300b094196af","6/1/2007 12:00:00 AM"
"37","1836","he    ","74872154-c978-4aac-8b37-095eac374949","6/1/2007 12:00:00 AM"
"37","1963","zh-cht","270c734f-dca7-4ce9-b5d1-5b50fa703532","6/1/2007 12:00:00 AM"
"38","1214","en    ","00f145c3-587c-400b-bfda-c23c56b61244","6/1/2007 12:00:00 AM"
"38","1480","ar    ","8b3726b0-e63f-4075-b24d-91b671cb0509","6/1/2007 12:00:00 AM"
"38","1602","fr    ","982af508-516e-4bfc-a295-a49af9d774f9","6/1/2007 12:00:00 AM"
"38","1725","th    ","de225a81-65ad-4806-9aad-84ffd0b11491","6/1/2007 12:00:00 AM"
"38","1852","he    ","68f4d4ad-bdc9-4bdf-97a8-961d9899d5ec","6/1/2007 12:00:00 AM"
"38","1978","zh-cht","6858ba59-2e8d-4602-948d-1330f0c7e807","6/1/2007 12:00:00 AM"
"39","170","en    ","4099dac5-ece8-475d-b29f-7be935101611","6/1/2007 12:00:00 AM"
"39","1368","ar    ","9cf1205b-66bf-43b3-ac23-5d6a2044d6fc","6/1/2007 12:00:00 AM"
"39","1492","fr    ","90f79b7c-00e4-49de-b9e1-4936e12990c0","6/1/2007 12:00:00 AM"
"39","1614","th    ","6fa41a8b-3657-4403-a970-a61e6ae04d34","6/1/2007 12:00:00 AM"
"39","1736","he    ","f6ef85e3-e1a3-4512-8dd6-4ad228879874","6/1/2007 12:00:00 AM"
"39","1863","zh-cht","1356d8c1-f175-486d-9902-26e394492cc1","6/1/2007 12:00:00 AM"
"40","321","en    ","2216fa96-0360-4e28-94be-b9ce71f7fdfb","6/1/2007 12:00:00 AM"
"40","1372","ar    ","f29609a4-708c-4d60-abb4-d21671a8cda6","6/1/2007 12:00:00 AM"
"40","1496","fr    ","c471b080-b84c-48ae-ad65-0c05d835a61f","6/1/2007 12:00:00 AM"
"40","1618","th    ","2d6b4aa7-1638-4178-aa4e-c50c53628765","6/1/2007 12:00:00 AM"
"40","1740","he    ","37225717-8893-4aa4-81c3-141693007af9","6/1/2007 12:00:00 AM"
"40","1867","zh-cht","4dfbf951-859e-4dd9-ac3e-e163ff9a2c4e","6/1/2007 12:00:00 AM"
"41","375","en    ","b7725dab-bb90-420e-bb4d-dd03359659ef","6/1/2007 12:00:00 AM"
"41","1374","ar    ","79b37d17-6943-480b-93a9-e8d318e05649","6/1/2007 12:00:00 AM"
"41","1498","fr    ","e99b0653-c32d-499f-a651-42df2c4ad642","6/1/2007 12:00:00 AM"
"41","1620","th    ","f5610668-5932-4ee7-8b12-d6f8b6f1b1eb","6/1/2007 12:00:00 AM"
"41","1742","he    ","5ddec7f2-90a5-43cd-a6a2-cefc9f8b8cb9","6/1/2007 12:00:00 AM"
"41","1869","zh-cht","50838c11-8a66-4967-af75-4d9dcede546d","6/1/2007 12:00:00 AM"
"42","686","en    ","ce3a348b-125a-4f78-ac19-50e9abbc5953","6/1/2007 12:00:00 AM"
"42","1402","ar    ","fd87cde4-6f0c-42a6-a49f-f1dd96eacf4f","6/1/2007 12:00:00 AM"
"42","1518","fr    ","617e1212-76cf-49de-a934-399b84632fd0","6/1/2007 12:00:00 AM"
"42","1641","th    ","9d2bf9ad-24fe-4e14-8749-8b36f34ca923","6/1/2007 12:00:00 AM"
"42","1771","he    ","62238cf8-a9f3-47c2-87d7-e1bec01fa351","6/1/2007 12:00:00 AM"
"42","1891","zh-cht","97094888-20c8-4317-98ec-cb71714d888e","6/1/2007 12:00:00 AM"
"43","873","en    ","26074f0d-2571-42cf-bc13-3e5ec3477bac","6/1/2007 12:00:00 AM"
"43","1385","ar    ","d0c384a5-bf39-4ddb-94e6-05bd2676a370","6/1/2007 12:00:00 AM"
"43","1551","fr    ","ae0552f2-3525-4edd-95ed-25f9078b05ce","6/1/2007 12:00:00 AM"
