#TYPE System.Data.DataRow
"ProductID","Name","ProductNumber","Color","StandardCost","ListPrice","Size","Weight","ProductCategoryID","ProductModelID","SellStartDate","SellEndDate","DiscontinuedDate","ThumbNailPhoto","ThumbnailPhotoFileName","rowguid","ModifiedDate"
"730","LL Road Frame - Red, 62","FR-R38R-62","Red","187.1571","337.2200","62","1133.98","18","9","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","no_image_available_small.gif","7e73aa1f-8569-4d87-9f80-ac2e513e0803","3/11/2008 10:01:36 AM"
"731","ML Road Frame - Red, 44","FR-R72R-44","Red","352.1394","594.8300","44","1006.97","18","16","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","no_image_available_small.gif","459e041c-3234-409e-b4cd-81728f8a2398","3/11/2008 10:01:36 AM"
"732","ML Road Frame - Red, 48","FR-R72R-48","Red","352.1394","594.8300","48","1025.11","18","16","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","no_image_available_small.gif","b673189c-c042-413b-8194-73bc44b0492c","3/11/2008 10:01:36 AM"
"733","ML Road Frame - Red, 52","FR-R72R-52","Red","352.1394","594.8300","52","1043.26","18","16","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","no_image_available_small.gif","55ea276b-82d8-4ccb-9ab1-9b1b75b15a83","3/11/2008 10:01:36 AM"
"734","ML Road Frame - Red, 58","FR-R72R-58","Red","352.1394","594.8300","58","1070.47","18","16","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","no_image_available_small.gif","df4ce1e2-ba9a-4657-b999-ccfa6c55d9c1","3/11/2008 10:01:36 AM"
"735","ML Road Frame - Red, 60","FR-R72R-60","Red","352.1394","594.8300","60","1079.54","18","16","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","no_image_available_small.gif","b2e48e8c-63a5-469a-ba4c-4f5ebb1104a4","3/11/2008 10:01:36 AM"
"736","LL Road Frame - Black, 44","FR-R38B-44","Black","204.6251","337.2200","44","1052.33","18","9","7/1/2005 12:00:00 AM","","","System.Byte[]","no_image_available_small.gif","c9967889-f490-4a66-943a-bce432e938d8","3/11/2008 10:01:36 AM"
"737","LL Road Frame - Black, 48","FR-R38B-48","Black","204.6251","337.2200","48","1070.47","18","9","7/1/2005 12:00:00 AM","","","System.Byte[]","no_image_available_small.gif","3b5f29b6-a441-4ff7-a0fa-fad10e2ceb4c","3/11/2008 10:01:36 AM"
"738","LL Road Frame - Black, 52","FR-R38B-52","Black","204.6251","337.2200","52","1088.62","18","9","7/1/2005 12:00:00 AM","","","System.Byte[]","no_image_available_small.gif","18fc5d72-a012-4dc7-bb35-0d01a84d0219","3/11/2008 10:01:36 AM"
"739","HL Mountain Frame - Silver, 42","FR-M94S-42","Silver","747.2002","1364.5000","42","1233.76","16","5","7/1/2005 12:00:00 AM","","","System.Byte[]","frame_silver_small.gif","8ae32663-8d6f-457d-8343-5b181fec43a7","3/11/2008 10:01:36 AM"
"740","HL Mountain Frame - Silver, 44","FR-M94S-44","Silver","706.8110","1364.5000","44","1251.91","16","5","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","frame_silver_small.gif","1909c60c-c490-411d-b3e6-12ddd7832482","3/11/2008 10:01:36 AM"
"741","HL Mountain Frame - Silver, 48","FR-M94S-52","Silver","706.8110","1364.5000","48","1270.05","16","5","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","frame_silver_small.gif","b181ec1f-ca20-4724-b2eb-15f3e455142e","3/11/2008 10:01:36 AM"
"742","HL Mountain Frame - Silver, 46","FR-M94S-46","Silver","747.2002","1364.5000","46","1288.20","16","5","7/1/2005 12:00:00 AM","","","System.Byte[]","frame_silver_small.gif","a189d86e-d923-4336-b13d-a5db6f426540","3/11/2008 10:01:36 AM"
"743","HL Mountain Frame - Black, 42","FR-M94B-42","Black","739.0410","1349.6000","42","1233.76","16","5","7/1/2005 12:00:00 AM","","","System.Byte[]","frame_black_small.gif","27db28f8-5ab8-4091-b94e-6f1b2d8e7ab0","3/11/2008 10:01:36 AM"
"744","HL Mountain Frame - Black, 44","FR-M94B-44","Black","699.0928","1349.6000","44","1251.91","16","5","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","frame_black_small.gif","cb443286-6b25-409f-a10b-1ad4eeb4bd4e","3/11/2008 10:01:36 AM"
"745","HL Mountain Frame - Black, 48","FR-M94B-48","Black","699.0928","1349.6000","48","1270.05","16","5","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","frame_black_small.gif","1fee0573-6676-432d-8d6d-41ba9faa5865","3/11/2008 10:01:36 AM"
"746","HL Mountain Frame - Black, 46","FR-M94B-46","Black","739.0410","1349.6000","46","1288.20","16","5","7/1/2005 12:00:00 AM","","","System.Byte[]","frame_black_small.gif","50abebcb-451e-42b9-8dbb-e5c4a34470e9","3/11/2008 10:01:36 AM"
"747","HL Mountain Frame - Black, 38","FR-M94B-38","Black","739.0410","1349.6000","38","1215.62","16","5","7/1/2005 12:00:00 AM","","","System.Byte[]","frame_black_small.gif","0c548577-3171-4ce2-b9a0-1ed526849de8","3/11/2008 10:01:36 AM"
"748","HL Mountain Frame - Silver, 38","FR-M94S-38","Silver","747.2002","1364.5000","38","1215.62","16","5","7/1/2005 12:00:00 AM","","","System.Byte[]","frame_silver_small.gif","f246acaa-a80b-40ec-9208-02edef885129","3/11/2008 10:01:36 AM"
"749","Road-150 Red, 62","BK-R93R-62","Red","2171.2942","3578.2700","62","6803.85","6","25","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","bc621e1f-2553-4fdc-b22e-5e44a9003569","3/11/2008 10:01:36 AM"
"750","Road-150 Red, 44","BK-R93R-44","Red","2171.2942","3578.2700","44","6245.93","6","25","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","c19e1136-5da4-4b40-8758-54a85d7ea494","3/11/2008 10:01:36 AM"
"751","Road-150 Red, 48","BK-R93R-48","Red","2171.2942","3578.2700","48","6409.23","6","25","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","d10b7cc1-455e-435b-a08f-ec5b1c5776e9","3/11/2008 10:01:36 AM"
"752","Road-150 Red, 52","BK-R93R-52","Red","2171.2942","3578.2700","52","6540.77","6","25","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","5e085ba0-3cd5-487f-85bb-79ed1c701f23","3/11/2008 10:01:36 AM"
"753","Road-150 Red, 56","BK-R93R-56","Red","2171.2942","3578.2700","56","6658.70","6","25","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","30819b88-f0d3-4e7a-8105-19f6fac2cefb","3/11/2008 10:01:36 AM"
"754","Road-450 Red, 58","BK-R68R-58","Red","884.7083","1457.9900","58","8069.37","6","28","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","roadster_red_small.gif","40d5effa-c0c4-479f-af66-5f1bf8ed3bfb","3/11/2008 10:01:36 AM"
"755","Road-450 Red, 60","BK-R68R-60","Red","884.7083","1457.9900","60","8119.26","6","28","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","roadster_red_small.gif","181a90cb-3678-490e-8418-78f73fb5343d","3/11/2008 10:01:36 AM"
"756","Road-450 Red, 44","BK-R68R-44","Red","884.7083","1457.9900","44","7606.70","6","28","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","roadster_red_small.gif","f8b5e26a-3d33-4e39-b500-cc21a133062e","3/11/2008 10:01:36 AM"
"757","Road-450 Red, 48","BK-R68R-48","Red","884.7083","1457.9900","48","7770.00","6","28","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","roadster_red_small.gif","c72c9978-0b04-46b3-9de6-948feca1c86e","3/11/2008 10:01:36 AM"
"758","Road-450 Red, 52","BK-R68R-52","Red","884.7083","1457.9900","52","7901.54","6","28","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","roadster_red_small.gif","040a4b7d-4060-4507-aa92-7508b434797e","3/11/2008 10:01:36 AM"
"759","Road-650 Red, 58","BK-R50R-58","Red","486.7066","782.9900","58","8976.55","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","6711d6bc-664f-4890-9f69-af1de321d055","3/11/2008 10:01:36 AM"
"760","Road-650 Red, 60","BK-R50R-60","Red","486.7066","782.9900","60","9026.44","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","664867e5-4ab3-4783-96f9-42efde92f49b","3/11/2008 10:01:36 AM"
"761","Road-650 Red, 62","BK-R50R-62","Red","486.7066","782.9900","62","9071.80","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","1da14e09-6d71-4e2a-9ee9-1bdfdfd8a109","3/11/2008 10:01:36 AM"
"762","Road-650 Red, 44","BK-R50R-44","Red","486.7066","782.9900","44","8513.88","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","f247aaae-12e3-4048-a37b-cce4a8999e81","3/11/2008 10:01:36 AM"
"763","Road-650 Red, 48","BK-R50R-48","Red","486.7066","782.9900","48","8677.18","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","3da5fa6e-9e0f-4896-ac10-948c27f4eb79","3/11/2008 10:01:36 AM"
"764","Road-650 Red, 52","BK-R50R-52","Red","486.7066","782.9900","52","8808.72","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_red_small.gif","07cfe1ea-8a37-4d2a-835f-bc8d37e564af","3/11/2008 10:01:36 AM"
"765","Road-650 Black, 58","BK-R50B-58","Black","486.7066","782.9900","58","8976.55","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","74645b12-3ce9-49a6-bd96-2cd814b37420","3/11/2008 10:01:36 AM"
"766","Road-650 Black, 60","BK-R50B-60","Black","486.7066","782.9900","60","9026.44","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","a2db196d-6640-49ea-a84f-2e87ca6f50c6","3/11/2008 10:01:36 AM"
"767","Road-650 Black, 62","BK-R50B-62","Black","486.7066","782.9900","62","9071.80","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","c82a8309-63d3-4c0c-ad71-e91272397095","3/11/2008 10:01:36 AM"
"768","Road-650 Black, 44","BK-R50B-44","Black","486.7066","782.9900","44","8513.88","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","11d563ac-115c-4f0d-a1e5-e946eee8b38b","3/11/2008 10:01:36 AM"
"769","Road-650 Black, 48","BK-R50B-48","Black","486.7066","782.9900","48","8677.18","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","a7e2179e-137c-497e-a5e6-c9ea64935fb0","3/11/2008 10:01:36 AM"
"770","Road-650 Black, 52","BK-R50B-52","Black","486.7066","782.9900","52","8808.72","6","30","7/1/2005 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","136e2865-e0da-4624-963a-31349279ab1a","3/11/2008 10:01:36 AM"
"771","Mountain-100 Silver, 38","BK-M82S-38","Silver","1912.1544","3399.9900","38","9230.56","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_silver_small.gif","ca74b54e-fc30-4464-8b83-019bfd1b2dbb","3/11/2008 10:01:36 AM"
"772","Mountain-100 Silver, 42","BK-M82S-42","Silver","1912.1544","3399.9900","42","9421.06","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_silver_small.gif","bbfff5a5-4bdc-49a9-a5ad-7584adffe808","3/11/2008 10:01:36 AM"
"773","Mountain-100 Silver, 44","BK-M82S-44","Silver","1912.1544","3399.9900","44","9584.36","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_silver_small.gif","155fd77e-d6d6-43f0-8a5b-4a8305eb45cd","3/11/2008 10:01:36 AM"
"774","Mountain-100 Silver, 48","BK-M82S-48","Silver","1912.1544","3399.9900","48","9715.90","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_silver_small.gif","ba5551df-c9ee-4b43-b3ca-8c19d0f9384d","3/11/2008 10:01:36 AM"
"775","Mountain-100 Black, 38","BK-M82B-38","Black","1898.0944","3374.9900","38","9230.56","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","dea33347-fcd3-4346-aa0f-068cd6b3ad06","3/11/2008 10:01:36 AM"
"776","Mountain-100 Black, 42","BK-M82B-42","Black","1898.0944","3374.9900","42","9421.06","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","02935111-a546-4c6d-941f-be12d42c158e","3/11/2008 10:01:36 AM"
"777","Mountain-100 Black, 44","BK-M82B-44","Black","1898.0944","3374.9900","44","9584.36","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","7920bc3b-8fd4-4610-93d2-e693a66b6474","3/11/2008 10:01:36 AM"
"778","Mountain-100 Black, 48","BK-M82B-48","Black","1898.0944","3374.9900","48","9715.90","5","19","7/1/2005 12:00:00 AM","6/30/2006 12:00:00 AM","","System.Byte[]","superlight_black_small.gif","1b486300-7e64-4c5d-a9ba-a8368e20c5a0","3/11/2008 10:01:36 AM"
"779","Mountain-200 Silver, 38","BK-M68S-38","Silver","1265.6195","2319.9900","38","10591.33","5","20","7/1/2006 12:00:00 AM","","","System.Byte[]","hotrodbike_silver_small.gif","3a45d835-abae-4806-ac03-c53abcd3b974","3/11/2008 10:01:36 AM"
"780","Mountain-200 Silver, 42","BK-M68S-42","Silver","1265.6195","2319.9900","42","10781.83","5","20","7/1/2006 12:00:00 AM","","","System.Byte[]","hotrodbike_silver_small.gif","ce4849b4-56e6-4b50-808b-9bde67cc4704","3/11/2008 10:01:36 AM"
"781","Mountain-200 Silver, 46","BK-M68S-46","Silver","1265.6195","2319.9900","46","10945.13","5","20","7/1/2006 12:00:00 AM","","","System.Byte[]","hotrodbike_silver_small.gif","20799030-420c-496a-9922-09189c2b457e","3/11/2008 10:01:36 AM"
"782","Mountain-200 Black, 38","BK-M68B-38","Black","1251.9813","2294.9900","38","10591.33","5","20","7/1/2006 12:00:00 AM","","","System.Byte[]","hotrodbike_black_small.gif","82cb8f9b-b8bb-4841-98d3-bcdb807c4dd8","3/11/2008 10:01:36 AM"
"783","Mountain-200 Black, 42","BK-M68B-42","Black","1251.9813","2294.9900","42","10781.83","5","20","7/1/2006 12:00:00 AM","","","System.Byte[]","hotrodbike_black_small.gif","2b0af5b9-7571-4621-b760-47df599f9650","3/11/2008 10:01:36 AM"
"784","Mountain-200 Black, 46","BK-M68B-46","Black","1251.9813","2294.9900","46","10945.13","5","20","7/1/2006 12:00:00 AM","","","System.Byte[]","hotrodbike_black_small.gif","33f42284-e216-4b98-ba48-b4ee18a01fa0","3/11/2008 10:01:36 AM"
"785","Mountain-300 Black, 38","BK-M47B-38","Black","598.4354","1079.9900","38","11498.51","5","21","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","hotrodbike_black_small.gif","f06c2cbf-0901-4c08-80ed-fb4e87171b3b","3/11/2008 10:01:36 AM"
"786","Mountain-300 Black, 40","BK-M47B-40","Black","598.4354","1079.9900","40","11689.01","5","21","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","hotrodbike_black_small.gif","580d4322-be03-4c91-83d2-ee33ec6008ab","3/11/2008 10:01:36 AM"
"787","Mountain-300 Black, 44","BK-M47B-44","Black","598.4354","1079.9900","44","11852.31","5","21","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","hotrodbike_black_small.gif","07c2a548-0452-47b4-9dce-6edb0a30c85e","3/11/2008 10:01:36 AM"
"788","Mountain-300 Black, 48","BK-M47B-48","Black","598.4354","1079.9900","48","11983.85","5","21","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","hotrodbike_black_small.gif","16078dbe-388d-4c18-aa8f-0c8f48035468","3/11/2008 10:01:36 AM"
"789","Road-250 Red, 44","BK-R89R-44","Red","1518.7864","2443.3500","44","6699.52","6","26","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","racer_red_small.gif","0aa71ad6-afaf-43c6-9745-35d815b50a5b","3/11/2008 10:01:36 AM"
"790","Road-250 Red, 48","BK-R89R-48","Red","1518.7864","2443.3500","48","6862.82","6","26","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","racer_red_small.gif","115ddade-70e3-43f9-80dc-638daea271c4","3/11/2008 10:01:36 AM"
"791","Road-250 Red, 52","BK-R89R-52","Red","1518.7864","2443.3500","52","6994.36","6","26","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","racer_red_small.gif","c9fd1df4-9512-420a-b379-067108033b75","3/11/2008 10:01:36 AM"
"792","Road-250 Red, 58","BK-R89R-58","Red","1554.9479","2443.3500","58","7162.19","6","26","7/1/2006 12:00:00 AM","","","System.Byte[]","racer_red_small.gif","df629c11-8d8b-4774-9d52-ecb64dc95212","3/11/2008 10:01:36 AM"
"793","Road-250 Black, 44","BK-R89B-44","Black","1554.9479","2443.3500","44","6699.52","6","26","7/1/2006 12:00:00 AM","","","System.Byte[]","racer_black_small.gif","1ff419b5-52af-4f7e-aeae-4fec5e99de35","3/11/2008 10:01:36 AM"
"794","Road-250 Black, 48","BK-R89B-48","Black","1554.9479","2443.3500","48","6862.82","6","26","7/1/2006 12:00:00 AM","","","System.Byte[]","racer_black_small.gif","9d165ddf-8f5d-41c7-9bb8-13f41a3d1f62","3/11/2008 10:01:36 AM"
"795","Road-250 Black, 52","BK-R89B-52","Black","1554.9479","2443.3500","52","6994.36","6","26","7/1/2006 12:00:00 AM","","","System.Byte[]","racer_black_small.gif","74fe3957-cbc3-450a-ab92-849bd13530e2","3/11/2008 10:01:36 AM"
"796","Road-250 Black, 58","BK-R89B-58","Black","1554.9479","2443.3500","58","7112.29","6","26","7/1/2006 12:00:00 AM","","","System.Byte[]","racer_black_small.gif","1c530fe8-a169-4adc-b3dc-b11a48245e63","3/11/2008 10:01:36 AM"
"797","Road-550-W Yellow, 38","BK-R64Y-38","Yellow","713.0798","1120.4900","38","7869.79","6","29","7/1/2006 12:00:00 AM","","","System.Byte[]","racer02_yellow_f_small.gif","aad81532-a572-49a5-83c3-dfa9e3b4fea6","3/11/2008 10:01:36 AM"
"798","Road-550-W Yellow, 40","BK-R64Y-40","Yellow","713.0798","1120.4900","40","8060.29","6","29","7/1/2006 12:00:00 AM","","","System.Byte[]","racer02_yellow_f_small.gif","a35a1c35-c128-4697-951e-4199062e78f3","3/11/2008 10:01:36 AM"
"799","Road-550-W Yellow, 42","BK-R64Y-42","Yellow","713.0798","1120.4900","42","8223.59","6","29","7/1/2006 12:00:00 AM","","","System.Byte[]","racer02_yellow_f_small.gif","a359ab09-16f2-4726-a60f-0dfdb1c9527e","3/11/2008 10:01:36 AM"
"800","Road-550-W Yellow, 44","BK-R64Y-44","Yellow","713.0798","1120.4900","44","8355.13","6","29","7/1/2006 12:00:00 AM","","","System.Byte[]","racer02_yellow_f_small.gif","0a7028fb-ff06-4d38-aaa1-b64816278165","3/11/2008 10:01:36 AM"
"801","Road-550-W Yellow, 48","BK-R64Y-48","Yellow","713.0798","1120.4900","48","8473.06","6","29","7/1/2006 12:00:00 AM","","","System.Byte[]","racer02_yellow_f_small.gif","c90cc877-804c-4ce7-afc3-4c8791a13dfb","3/11/2008 10:01:36 AM"
"802","LL Fork","FK-1639","","65.8097","148.2200","","","14","104","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","","System.Byte[]","fork_small.gif","fb8502be-07eb-4134-ab06-c3a9959a52ae","3/11/2008 10:01:36 AM"
