#TYPE System.Data.DataRow
"ProductDescriptionID","Description","rowguid","ModifiedDate"
"1185","Aluminum cage is lighter than our mountain version; perfect for long distance trips.","75967899-b31b-4901-8efa-b5a065cdfd55","6/1/2007 12:00:00 AM"
"1186","AWC logo water bottle - holds 30 oz; leak-proof.","ae1c08e7-51b0-45b3-8aa6-a534a0458cf6","6/1/2007 12:00:00 AM"
"1187","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","7eeb1ba1-4a5e-43cb-9597-4d35fe1f734c","6/1/2007 12:00:00 AM"
"1188","Clip-on fenders fit most mountain bikes.","79b17d0a-4083-48b0-8202-4e7b3fb4b263","6/1/2007 12:00:00 AM"
"1189","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","02933a22-6f9c-44ac-adc3-c1520c11c478","6/1/2007 12:00:00 AM"
"1191","Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.","d978edc0-2433-4e19-9b28-d768262d52f2","6/1/2007 12:00:00 AM"
"1192","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","20d76517-8d95-4537-ab70-ba77a71c70f1","6/1/2007 12:00:00 AM"
"1193","Durable, water-proof nylon construction with easy access. Large enough for weekend trips.","f9ba1d01-74fb-4392-8d83-352696cb6b7f","6/1/2007 12:00:00 AM"
"1194","Full padding, improved finger flex, durable palm, adjustable closure.","40e2c08f-fe0c-4835-9df5-f86dd0a59586","6/1/2007 12:00:00 AM"
"1195","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","ff92155c-7117-4fa6-8ac5-6b18a306698a","6/1/2007 12:00:00 AM"
"1196","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","c65bee64-4dba-47ec-91cd-31356ba379e1","6/1/2007 12:00:00 AM"
"1197","Includes 8 different size patches, glue and sandpaper.","132dc806-e073-4c86-8eb8-7eb04e1193a6","6/1/2007 12:00:00 AM"
"1199","Light-weight, wind-resistant, packs to fit into a pocket.","53e49876-bfe9-43b6-9df6-f928390f1a8c","6/1/2007 12:00:00 AM"
"1200","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","7beb5453-7850-4c98-9d37-abbe84bee23d","6/1/2007 12:00:00 AM"
"1201","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.","80ded62f-01c9-42f0-a576-45376c6a24a0","6/1/2007 12:00:00 AM"
"1202","Rechargeable dual-beam headlight.","d179dec6-d07a-4bab-9f8f-5d4a33dbc60c","6/1/2007 12:00:00 AM"
"1203","Rugged weatherproof headlight.","e2a63393-6441-43dd-960d-afe9c83213a0","6/1/2007 12:00:00 AM"
"1205","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","58d86ede-0519-4263-a264-a2b5b01a6c7b","6/1/2007 12:00:00 AM"
"1206","Simple and light-weight. Emergency patches stored in handle.","dce0274a-c78e-4a1d-9dc3-04a378c69d91","6/1/2007 12:00:00 AM"
"1208","Thin, lightweight and durable with cuffs that stay up.","9f436663-525d-4cc2-85ba-47d20bcea0ec","6/1/2007 12:00:00 AM"
"1209","Tough aluminum cage holds bottle securly on tough terrain.","ad46eb52-a863-425e-b81b-16d2f76984c9","6/1/2007 12:00:00 AM"
"1210","Traditional style with a flip-up brim; one-size fits all.","66f84b21-1a43-49d3-8883-09cdb77fffef","6/1/2007 12:00:00 AM"
"1211","Unisex long-sleeve AWC logo microfiber cycling jersey","12f60253-f8e1-4f76-8142-6232396b8f17","6/1/2007 12:00:00 AM"
"1212","Universal fit, well-vented, lightweight , snap-on visor.","dbb1154b-0de8-4b6b-a8f9-2a1244aed183","6/1/2007 12:00:00 AM"
"1213","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","506d8a5b-e452-43b1-b764-4015e5e1237b","6/1/2007 12:00:00 AM"
"1214","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","c0758c2e-8909-4cdf-a231-8a44623ae721","6/1/2007 12:00:00 AM"
"1215","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","c05e5cb3-e639-4ae4-83fa-3fd61a4550bf","6/1/2007 12:00:00 AM"
"1216","Wraps to fit front and rear tires, carrier and 2 keys included.","41155353-e7a7-48bf-9c8e-b62372ca4738","6/1/2007 12:00:00 AM"
"1360","??????? ?????????","a2f30d46-e4bc-4878-83f2-9fd77b911d7e","6/1/2007 12:00:00 AM"
"1361","?????? ?? ????? ??????????? ??? ???? ????? ???? ?????.","e66d3c49-9f3d-44db-b7b4-5f7e959b332b","6/1/2007 12:00:00 AM"
"1362","?????? ?? ????? ?????????? ????? ????.","31282742-a89d-435d-ba07-6ed1632e077c","6/1/2007 12:00:00 AM"
"1363","?????? ??? ??? ?? ????? ???????? ????? ??? ????? ??????? ?? ??? ???????. ?????? ??? ???????. ??? ????? ??? ?? ????? ?????.","e7f66b47-4e28-4419-8c6f-86cd94141608","6/1/2007 12:00:00 AM"
"1364","???? ??? ??????? ????? ?????? ?? ?????? ?? ???? ??????? ?????. ??? ????? ????? ????????? ???????? ?????? ????????? ??? ???????? ??? ????????? ??????? ???? ???? ????? ?? ??????? ??? ????? ??? ???????.","87f3e5ca-460f-4156-817c-383eb6e6076c","6/1/2007 12:00:00 AM"
"1365","?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.","b0650247-26ef-41e9-80f3-5ed0fa0523fa","6/1/2007 12:00:00 AM"
"1366","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","43e0d776-b12e-4285-9683-03e18b732a7c","6/1/2007 12:00:00 AM"
"1367","????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.","5999900f-dd61-401f-a22b-36115c6853c8","6/1/2007 12:00:00 AM"
"1368","?????? ????? ????? ??????? ??? ????? ??? ???????. ????? ??? ???????.","31187662-2e03-4b90-960d-0b9c16300c4b","6/1/2007 12:00:00 AM"
"1369","???? ????? ?????? ????????? ?? ????????? ??? ???? ????? ????? ????? ??? ????? ?????? ?? ?? ???? ???????. ????? ????? ???????? ????????? ????????? ????? ???????.","544d7d23-aaf5-46d7-953d-c6c85e7e239d","6/1/2007 12:00:00 AM"
"1370","???? ????? ??? ??? ????? ?????????? ??? ????? ??????? ?? ????? ???? ?????? ????????. ???? ????? ????? ??? ????? ?? ?? ???? ???? ????? ????? ?? ???????.","016cbbe9-d51b-4a50-94cd-5ff2da577c5b","6/1/2007 12:00:00 AM"
"1371","???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.","e86b6c3d-6302-4b8a-b517-69d795772a1d","6/1/2007 12:00:00 AM"
"1372","???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????. ???? ????? ?????? ?????? ???????? ????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.","214c2a5f-ed22-4ea5-83f5-d2e78c417bdc","6/1/2007 12:00:00 AM"
"1373","???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.","79ee0aa2-7311-448c-8c0b-ac926f68a746","6/1/2007 12:00:00 AM"
"1374","????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ?? ????? ??????? ???????? ?????? ???? ?????.","c46079c1-035d-490e-896c-2cb201aae357","6/1/2007 12:00:00 AM"
"1375","?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.","999f199e-4f89-4ebc-b6d4-2b6362785c3c","6/1/2007 12:00:00 AM"
"1376","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","3620eafb-c506-4be8-81f3-7b2dc5da904d","6/1/2007 12:00:00 AM"
"1377","???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.","54048ff2-dc9d-47ea-9b47-a2664076c1c7","6/1/2007 12:00:00 AM"
"1378","???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.","0b079b06-51b9-43cb-a47c-9966bf38cb68","6/1/2007 12:00:00 AM"
"1379","?? ???? ??????? ?????? ??????? ?? ???? ????? ????? ?? ??? ????? ?? ??????? ???? ?????? ??? ???? ?? ???? ??????? ??????? ??????? ????? ????? ?????? ???? ?? ??? ????? ??? ???????. ?????? ??? ??????? ???????? ??? ??? ??????? ???????.","272f545d-7bd5-408c-bcda-e636d2e1aadb","6/1/2007 12:00:00 AM"
"1380","???? ???????? ????? ????? ??????? ?? ?????? ????? ???? ???????? ????? ?? ?????? ?????? ??? ?????? ???????.","4a99e83c-8783-4ba0-845b-67faf448dcc7","6/1/2007 12:00:00 AM"
"1381","?????? ??????? ????? ????? ?????? ??? ??????.","ac4b8651-e417-4bc1-96e2-f93fb4477947","6/1/2007 12:00:00 AM"
"1382","???? ????? ????? ?????? ???????? ?????????.","5b802484-944e-498f-a7e5-383a2dd585f5","6/1/2007 12:00:00 AM"
"1383","???? ????? ????? ?? ????? ?????????? ?????? ?????? ?? ??????? ???? ?? ????? ???? ?????? ??????.","e6b304c2-dd3a-4cf3-b273-084765a0dff4","6/1/2007 12:00:00 AM"
"1384","???? ????? ???? ????? ????? ?? ??????.","07adf9de-a65d-46d3-9fe3-4f7d49691066","6/1/2007 12:00:00 AM"
"1385","?????? ??????? ??????? ??????? ?????? ??????????? ???????? ????? ??????? ???????.","486bfe62-f3a6-46a4-bf51-3a3237f18bd2","6/1/2007 12:00:00 AM"
"1386","??? ?????. ????? ??? ???? ????????? ?????? ???? ?? ??????.","04df5a7f-ea75-48b0-aea0-9d3f1eb9eacc","6/1/2007 12:00:00 AM"
"1387","????????? ??????? ?????? ??????? ??? ?????. ??? ?? ????? ??? ??????? ?????? ???? ????? ?????? ???????. ???? ?? ?????? ?????? ?? ?????? ??????? ??????? ??? ???? ????? ?????????. ???? ?????? ????? ?????????? ????? ??????? ??? ????? ??? ??? ?????.","c79321eb-e073-4904-a7c2-4d748ca67c8c","6/1/2007 12:00:00 AM"
"1388","???? ???? ?? ??? ???????.","1675bc20-f1c4-4931-98e6-c749f9aa3cba","6/1/2007 12:00:00 AM"
"1389","???? ????? ??? ???? ??????.","826cfc0c-1928-4079-9592-c29403f1da3f","6/1/2007 12:00:00 AM"
"1390","???? ????? ???? ?????.","f2460ad3-bed7-4d51-8f8e-9d1e6e1446b4","6/1/2007 12:00:00 AM"
"1391","?????? ????? ??????? ????? ????? ????????? ???????? ??? ????? ??? ???? ?????.","bb27e47b-0611-42fd-ad89-cf8c48210dfd","6/1/2007 12:00:00 AM"
"1392","????? ??? ?????? (???) ?????? ????? ???? ?????? ??????? ??? ???? ??????? ????? ????? ???? ?????? ????? ???? ?? ??? ??????? ??? ?????? ???????.","4a406657-8d2a-4e5a-8048-320a80132133","6/1/2007 12:00:00 AM"
"1393","????? ???? ???????.","c73f0ffa-2a79-40ad-977e-ca97dfb7aeb2","6/1/2007 12:00:00 AM"
"1394","????? ??? ???? ??????? ????? ????? ???? ???.","b89188a2-b5de-4db0-bce1-7d708e666647","6/1/2007 12:00:00 AM"
"1395","???? ???? ????? ?????? ???????? ????? ??? ???? ????? ????? ?? ??????????.","55581ead-8240-4429-8458-c847791fbb5b","6/1/2007 12:00:00 AM"
"1396","???? ???? ????? ?????? ???????? ?? ??????? ????? ?????? ??? ?????? ??????.","bc8dc85e-c324-45d8-a686-69253ad69333","6/1/2007 12:00:00 AM"
"1397","???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.","2114a108-2d0e-442b-91ba-5adb5c266544","6/1/2007 12:00:00 AM"
"1398","?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.","424c1dcb-8cd7-4dda-ba07-b9dec5d70652","6/1/2007 12:00:00 AM"
"1399","?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.","b7c67d63-45e0-4452-871b-cb649fcdac8a","6/1/2007 12:00:00 AM"
